"","source","Timestamp","Age","Gender","Country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","comments"
"279","2",9908497-05-19,26,"Female","United States","TX","No","Yes","Yes","Rarely","More than 1000","Yes","Yes","Yes","Yes","Yes",NA,"Don't know","Somewhat easy","Maybe","No","Some of them","No","No","No","Don't know","No","NA"
"280","2",9908498-08-08 23:59:59.9375,26,"Male","United States","MA","No","No","No","Rarely","100-500","No","Yes","Yes","Not sure","No",NA,"Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No","NA"
"281","2",9908498-10-25,26,"Male","Canada","NA","No","Yes","Yes","Often","44372","No","Yes","Yes","No","No",NA,"Don't know","Don't know","Maybe","No","Some of them","Some of them","Maybe","Maybe","Yes","No","NA"
"282","2",9908498-12-07,26,"Male","United States","IN","No","No","No","NA","26-100","No","Yes","No","No","No","No","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","Yes","NA"
"283","2",9908499-06-16,26,"Male","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Not sure","No",NA,"Don't know","Don't know","Yes","No","No","No","No","No","No","No","NA"
"284","2",9908503-11-13,26,"Male","United States","CA","No","Yes","Yes","Often","More than 1000","No","Yes","Yes","Not sure","Don't know","Yes","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No","NA"
"285","2",9908505-10-30 00:00:00.0625,26,"Male","United States","OK","Yes","Yes","Yes","Rarely","100-500","Yes","No","No","No","No",NA,"No","Don't know","Maybe","No","Some of them","Yes","No","Yes","No","No","NA"
"286","2",9908508-11-08 00:00:00.0625,26,"Female","United States","CA","No","Yes","Yes","Never","More than 1000","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","Maybe","No","No","No","No","No","Don't know","No","NA"
"287","2",9908508-12-23,26,"Male","United States","NV","No","No","Yes","Sometimes","44372","No","Yes","Don't know","No","No","No","Don't know","Don't know","Yes","Yes","Some of them","No","No","No","No","No","NA"
"288","2",9908509-02-25,26,"Male","Canada","NA","No","Yes","Yes","Often","26-100","Yes","Yes","Don't know","No","Don't know",NA,"Don't know","Very easy","No","No","Yes","Yes","No","No","Yes","No","NA"
"289","2",9908509-05-06,26,"Male","United States","OR","No","Yes","Yes","Often","44372","No","Yes","Yes","Yes","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Yes","No","No","No","No","NA"
"290","2",9908509-07-31,26,"Male","United States","CA","No","Yes","No","NA","44372","No","Yes","Yes","Yes","No","Yes","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","No","No","NA"
"291","2",9908510-03-07,26,"Female","United States","OK","No","No","Yes","Sometimes","100-500","Yes","Yes","Don't know","Not sure","Don't know",NA,"Don't know","Somewhat difficult","No","No","Some of them","Some of them","No","No","Yes","No","NA"
"292","2",9908510-05-15,26,"Male","Uruguay","NA","No","No","No","NA","26-100","Yes","Yes","Don't know","No","Don't know","No","Don't know","Don't know","No","No","Some of them","No","No","Yes","Don't know","No","NA"
"293","2",9908510-11-29,26,"Female","United States","MD","No","No","No","NA","More than 1000","No","No","Yes","Not sure","Yes",NA,"Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No","NA"
"294","2",9908511-07-21,26,"Male","United States","WA","No","No","No","NA","More than 1000","No","Yes","Don't know","Not sure","Don't know",NA,"Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","Yes","NA"
"295","2",9908512-03-15 23:59:59.9375,26,"Male","United Kingdom","NA","No","Yes","No","Sometimes","44372","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","Maybe","No","No","NA"
"296","2",9908512-11-14,26,"Female","United States","CA","No","No","Yes","Sometimes","100-500","No","Yes","Yes","Yes","No","No","Don't know","Somewhat difficult","Yes","Maybe","Some of them","Some of them","No","No","No","Yes","NA"
"297","2",9908515-04-16,26,"Female","United States","CA","No","Yes","No","Never","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Maybe","Maybe","Some of them","No","No","Maybe","No","No","NA"
"298","2",9908516-08-02 00:00:00.0625,26,"Male","France","NA","No","No","No","Never","44372","No","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","Maybe","Maybe","No","No","NA"
"299","2",9908518-07-07,26,"Male","Israel","MD","No","No","No","Sometimes","44372","No","Yes","No","No","No","No","Yes","Very easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No","Israel has public health insurance for everyone. Everyone has free mental health coverage and it's quite good. So that explains some of my answers."
"300","2",9908532-11-26,26,"Male","United States","CA","No","Yes","Yes","Never","More than 1000","No","Yes","Don't know","No","No",NA,"Don't know","Don't know","Maybe","No","No","No","No","No","No","No","NA"
"301","2",9908534-09-25 23:59:59.9375,26,"Female","United States","MN","No","Yes","Yes","Often","100-500","No","No","Don't know","No","No","No","Don't know","Somewhat difficult","Maybe","No","No","No","No","Maybe","No","No","NA"
"302","2",9908562-05-17,26,"Female","United States","MA","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Yes","Somewhat difficult","No","No","Yes","Yes","No","No","No","Yes","NA"
"303","2",9908633-04-11,26,"Female","Australia","NA","No","Yes","No","Sometimes","100-500","No","No","No","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","Yes","Yes","No","No","Don't know","No","Majority of qs on survey not relevant if you are self employed"
"304","2",9908653-04-01 00:00:00.0625,26,"Male","Ireland","NA","Yes","No","No","Never","44201","Yes","Yes","No","No","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Yes","Maybe","Maybe","Yes","No","NA"
"305","2",9908657-11-19,26,"Male","Netherlands","NA","No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","No","Don't know","No","NA"
"306","2",9908663-04-03 23:59:59.9375,26,"Male","Russia","NA","No","No","No","Never","26-100","No","Yes","No","Not sure","No",NA,"Don't know","Somewhat difficult","No","No","Some of them","No","No","Maybe","Don't know","No","NA"
"307","2",9908664-09-27 23:59:59.9375,26,"Other","Canada","NA","No","No","No","NA","100-500","Yes","Yes","Yes","Not sure","Don't know","Yes","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","No","Yes","No","NA"
"308","2",9908672-09-23,26,"Female","Israel","NA","No","Yes","No","Never","100-500","No","Yes","Don't know","No","Don't know",NA,"Don't know","Don't know","Maybe","No","Some of them","No","No","No","Yes","No","NA"
"309","2",9908692-07-14 23:59:59.9375,26,"Male","United States","NY","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","Yes","Some of them","No","No","No","No","No","NA"
"310","2",9908707-01-04,26,"Male","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","No","Yes",NA,"Don't know","Somewhat difficult","Yes","Maybe","No","No","No","Maybe","No","No","NA"
"311","2",9908739-05-03 23:59:59.9375,26,"Other","Germany","NA","Yes","No","Yes","Sometimes","44372","Yes","Yes","No","Not sure","Yes","Yes","Yes","Very easy","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No","NA"
"312","2",9908761-02-19,26,"Male","Canada","NA","No","No","No","Sometimes","44372","Yes","Yes","No","No","No","No","Don't know","Very difficult","Yes","Maybe","Some of them","Some of them","No","Maybe","Don't know","No","NA"
"313","2",9908761-12-08,26,"Male","United Kingdom","NA","Yes","No","Yes","Rarely","44201","Yes","Yes","No","Not sure","Don't know",NA,"Don't know","Somewhat difficult","No","No","Yes","Yes","Maybe","Maybe","Yes","No","NA"
"314","2",9908766-06-09,26,"Male","India","NA","Yes","No","No","NA","100-500","No","Yes","No","No","No","No","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No","NA"
"315","2",9908813-09-04 23:59:59.9375,26,"Male","US","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","Not sure","No","Yes","Yes","Very difficult","Maybe","No","Some of them","Some of them","Yes","Yes","No","Yes","* Small family business - YMMV."
"316","2",9908861-04-10,26,"Male","United States","CA","No","No","Yes","Rarely","More than 1000","No","Yes","Yes","Not sure","Don't know",NA,"Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","No","No","NA"
"317","2",9908889-02-05,26,"Female","United Kingdom","NA","Yes","Yes","Yes","Sometimes","44201","Yes","Yes","No","No","No","No","Don't know","Very easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No","I am a Trans woman and suffer from depression relating to that. I'm a contractor so I've answered the questions as relating to my current contract."
"318","2",9908915-02-26 00:00:00.0625,26,"Male","Germany","NA","No","No","No","NA","500-1000","No","Yes","Don't know","No","Don't know",NA,"Don't know","Don't know","No","No","Some of them","Some of them","Maybe","Maybe","Don't know","No","NA"
"319","2",9908918-02-09,26,"Male","Belgium","NA","No","No","No","Never","44372","No","Yes","Yes","No","No","No","No","Somewhat easy","Maybe","No","No","No","No","No","Don't know","No","NA"
"320","2",9908924-07-27,26,"Female","United States","OH","No","No","Yes","Sometimes","26-100","Yes","Yes","Don't know","No","No",NA,"Don't know","Don't know","Maybe","No","Some of them","No","Maybe","Maybe","Don't know","Yes","NA"
"321","2",9908927-12-07,26,"Female","United States","NY","No","No","No","NA","44372","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","No","NA"
"322","2",9908935-03-12,26,"Male","United States","MN","No","Yes","No","NA","44372","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","Yes","No","NA"
"323","2",9908939-06-15,26,"Male","Australia","NA","No","Yes","Yes","Sometimes","26-100","Yes","Yes","No","No","No","No","Yes","Don't know","No","No","Yes","Yes","No","Maybe","Yes","No","The questions related to employer-provided health benefits are largely irrelevant to where I live Australia so I'd discount them."
"324","2",9908942-03-04,26,"Male","United States","WA","No","No","Yes","Sometimes","44372","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No","NA"
"325","2",9908942-07-31,26,"Female","Canada","NA","No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Not sure","No","No","Yes","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No","NA"
"326","2",9908944-02-14,26,"Female","United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","No","Yes","I should note one of the places my employer fails with regards to mental health is that the company-paid health insurance policy does not cover trans healthcare needs."
"327","2",9908953-03-08 00:00:00.0625,26,"Male","United States","PA","No","No","No","Never","More than 1000","No","No","Yes","Yes","No",NA,"Don't know","Somewhat difficult","Maybe","No","No","Yes","No","No","Don't know","No","NA"
"328","2",9909041-12-12,26,"Male","United States","OH","No","Yes","No","Sometimes","100-500","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No","NA"
"329","2",9909117-02-07,26,"Male","Australia","NA","No","Yes","Yes","Rarely","26-100","No","Yes","No","No","Don't know",NA,"Don't know","Very easy","No","No","Yes","Yes","Maybe","Yes","Yes","No","NA"
"330","2",9909271-03-18,26,"Male","Germany","NA","Yes","Yes","Yes","Often","44201","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","Maybe","Yes","No","Yes","NA"
"331","2",9909630-09-16,26,"Male","Moldova","NA","No","No","Yes","Often","26-100","No","Yes","No","Yes","No","No","Yes","Very difficult","No","No","Yes","Yes","Yes","Yes","Don't know","No","NA"
"332","2",9909665-09-21,26,"Female","United States","NY","No","Yes","No","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No","NA"
"333","2",9909816-02-17,26,"Male","United Kingdom","NA","No","No","N","Never","44372","No","Yes","No","No","No","No","Don't know","Don't know","Yes","Maybe","Some of them","No","No","Maybe","Don't know","No","NA"
"334","2",9910423-07-08,26,"Male","United States","TX","No","Yes","Yes","Sometimes","44372","Yes","Yes","Don't know","No","No",NA,"Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","Maybe","Maybe","Don't know","No","NA"
"335","2",9911361-04-12,26,"Male","Colombia","NA","No","No","N","Often","44372","No","Yes","No","No","No","No","No","Very difficult","Yes","No","No","No","No","Maybe","Yes","No","NA"
"336","2",9914171-01-23 00:00:00.0625,26,"Female","United States","MI","No","Yes","Y","Rarely","100-500","No","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","Maybe","No","No","NA"
"337","2",9908471-03-18,27,"Male","Canada","NA","NA","No","No","Never","44372","No","Yes","Don't know","Not sure","Don't know",NA,"Don't know","Somewhat easy","No","No","Some of them","Some of them","Maybe","Yes","Yes","No","NA"
"338","2",9908472-05-31 00:00:00.0625,27,"Male","United States","NY","No","No","Yes","Rarely","44372","No","Yes","No","Yes","No","No","Don't know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Don't know","No","NA"
"339","2",9908472-09-18,27,"Male","Canada","NA","No","Yes","Yes","Sometimes","44201","No","Yes","No","Yes","No","No","Yes","Very difficult","Maybe","No","Some of them","No","No","No","Yes","No","NA"
"340","2",9908473-04-28,27,"Other","United States","NY","No","Yes","Yes","Rarely","26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","No","No","No","No","Don't know","No","NA"
"341","2",9908473-12-02,27,"Male","United Kingdom","NA","No","No","No","Never","100-500","No","Yes","Yes","Not sure","No","Yes","Don't know","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No","NA"
"342","2",9908476-01-24,27,"Other","United States","NY","Yes","No","Yes","Often","44201","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","Maybe","Maybe","Some of them","Yes","No","Maybe","Yes","No","NA"
"343","2",9908480-09-10,27,"Male","Canada","NA","No","No","No","Rarely","44372","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","Maybe","No","Some of them","Yes","No","No","Don't know","No","NA"
"344","2",9908481-01-23,27,"Male","Canada","NA","No","No","Yes","Never","100-500","No","No","Yes","Not sure","No","No","Don't know","Very difficult","Maybe","No","Some of them","Yes","No","Maybe","No","Yes","NA"
"345","2",9908481-02-07,27,"Male","United States","WA","No","Yes","No","Never","500-1000","No","Yes","Yes","No","Yes","Yes","Yes","Don't know","Yes","No","Some of them","No","No","Yes","Don't know","No","NA"
"346","2",9908481-02-09 00:00:00.0625,27,"Male","United Kingdom","NA","No","No","No","0","44372","No","Yes","No","No","No","No","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","No","NA"
"347","2",9908481-05-30,27,"Male","United States","NE","No","No","No","0","26-100","No","Yes","Don't know","Not sure","Don't know",NA,"Don't know","Don't know","No","No","Yes","Yes","Maybe","Maybe","Don't know","No","NA"
"348","2",9908482-07-13 00:00:00.0625,27,"Male","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","No","No",NA,"Don't know","Don't know","No","No","No","Some of them","No","Maybe","Don't know","No","NA"
"349","2",9908482-08-18,27,"Male","United States","UT","No","No","Yes","Rarely","26-100","Yes","Yes","No","Yes","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Yes","No","No","Don't know","Yes","Had a co-worker disappear from work for a few weeks and then come back to let everyone know he was bipolar. His responsibilities and schedule were adjusted to accommodate but he got worse didn't show up didn't work etc and was eventually let go.It was tough because on the one hand he was struggling with some mental health issues but on the other hand he went through a period of months where he wasn't performing."
"350","2",9908483-04-12,27,"Other","United Kingdom","NA","Yes","Yes","No","NA","44201","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","No","as a UK-based company we don't have any medical provisions as it's all provided on the National Health Service (for now!) However if we do need to take days off for any kind of health problems everyone is understanding :)"
"351","2",9908484-09-21,27,"Male","United States","TN","No","Yes","No","NA","44372","Yes","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Yes","No","NA"
"352","2",9908484-12-15,27,"Female","United States","OR","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","No","No","No","Don't know","Very easy","No","No","Some of them","Some of them","No","No","Yes","No","My seniority at the company and rapport with the owners has helped me gain support for seeking help regarding my mental health as well as being able to take time off or work from home when an episode starts.However I don't feel that the company's stance on mental health is as clear as say something like vision or dental.  There's very much a stigma."
"353","2",9908486-08-15,27,"Female","United States","MI","Yes","Yes","Yes","Sometimes","44201","Yes","Yes","No","No","Don't know",NA,"Don't know","Very difficult","No","No","Some of them","No","No","No","Don't know","No","Many of these questions were difficult to answer as a self-employed person; I did my best with the available options."
"354","2",9908490-12-09,27,"Male","United States","GA","No","No","No","Never","More than 1000","Yes","Yes","Yes","Yes","Don't know",NA,"Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No","NA"
"355","2",9908492-08-02,27,"Male","United Kingdom","NA","No","No","No","NA","100-500","No","No","Don't know","Not sure","Don't know",NA,"No","Very easy","Maybe","Maybe","Yes","Yes","No","No","Don't know","No","NA"
"356","2",9908493-06-25,27,"Female","United States","TX","No","No","Yes","Rarely","44372","No","Yes","Yes","No","No","No","Yes","Don't know","Maybe","Maybe","Yes","No","No","Maybe","Don't know","No","NA"
"357","2",9908493-11-25,27,"Male","Canada","NA","No","No","No","Sometimes","44372","Yes","Yes","No","Yes","No","No","No","Very difficult","Yes","Yes","Some of them","Some of them","No","Maybe","No","No","NA"
"358","2",9908496-04-04,27,"Male","Portugal","NA","No","No","No","Never","44372","No","Yes","No","No","No","No","Yes","Don't know","Yes","No","No","No","No","Maybe","Don't know","No","It's a small startup in a small city in a small country."
"359","2",9908497-02-18,27,"Male","United Kingdom","NA","No","Yes","Yes","Sometimes","44372","No","Yes","No","No","No","No","Yes","Somewhat easy","Maybe","Maybe","Yes","Yes","Yes","Yes","Yes","No","Hi Ed it's Paul Dragoonis. I have Aspergers/High Functioning Autism :-)"
"360","2",9908499-02-13 00:00:00.0625,27,"Male","United States","TN","No","No","No","Sometimes","100-500","No","Yes","Yes","Not sure","Yes","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No","The thought of going through my employer directly to get help is fucking scary.Getting help is the hardest part of getting help."
"361","2",9908499-07-24,27,"Male","United States","CA","No","Yes","No","NA","More than 1000","No","Yes","Don't know","No","Don't know",NA,"Don't know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No","Don't know because I haven't checked not because it's difficult to find out. If you didn't have the don't know option I would've looked up the answer."
"362","2",9908501-08-31,27,"Male","United States","CA","No","No","No","Sometimes","More than 1000","No","Yes","Don't know","Not sure","Don't know",NA,"Don't know","Very easy","Yes","No","No","No","No","Maybe","No","No","Regardless of a stated lack of negative consequences for discussing mental health issues with coworkers/superiors unconscious bias is a very real thing - as long as I don't *need* to inform my co-workers my mental health issues do not need to be public knowledge."
"363","2",9908503-05-03,27,"Male","United States","MA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","No","No","No","Yes","Yes","No","NA"
"364","2",9908508-10-17 23:59:59.9375,27,"Female","United States","WA","No","No","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","No","No","Yes","Don't know","Yes","Maybe","No","No","No","No","No","No","NA"
"365","2",9908508-11-21,27,"Male","United States","CA","No","No","Yes","Rarely","More than 1000","No","Yes","Yes","No","Yes","Yes","Yes","Don't know","No","No","Some of them","Yes","No","Maybe","Yes","No","NA"
"366","2",9908508-12-23,27,"Female","United States","CO","No","Yes","Yes","Rarely","More than 1000","Yes","Yes","Yes","Yes","No",NA,"Don't know","Don't know","Maybe","Maybe","No","Yes","No","No","Don't know","No","NA"
"367","2",9908511-05-23,27,"Female","United States","CA","No","No","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No","I talked to a psychiatrist once about taking medical leave for mental health issues with his referral. He was willing to help but warned me that I may not want to as he's seen that sort of thing follow people throughout their tech careers (word gets out even if it's confidential at work). I've been terrified of bringing mental health up anywhere that coworkers or potential employers could see ever since."
"368","2",9908514-02-11,27,"Male","United States","OR","No","Yes","Yes","Sometimes","100-500","No","Yes","Don't know","Not sure","No",NA,"Don't know","Don't know","Yes","No","No","No","No","Yes","Don't know","No","NA"
"369","2",9908514-05-12,27,"Male","Brazil","NA","No","No","No","Rarely","44372","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No","NA"
"370","2",9908515-06-19,27,"Male","United States","TX","No","Yes","Yes","Sometimes","44372","Yes","Yes","Don't know","No","Yes",NA,"Don't know","Somewhat easy","Yes","No","Some of them","Yes","No","Maybe","Yes","No","NA"
"371","2",9908517-06-20 23:59:59.9375,27,"Male","Germany","NA","No","Yes","Yes","Sometimes","44372","No","Yes","No","Not sure","No","No","Don't know","Somewhat difficult","Yes","Maybe","Some of them","No","No","No","No","Yes","NA"
"372","2",9908518-09-25,27,"Male","Israel","NA","No","No","No","NA","26-100","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Yes","No","Some of them","No","No","Maybe","No","Yes","NA"
"373","2",9908531-05-04,27,"Male","United Kingdom","NA","No","No","No","NA","44372","No","Yes","No","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","Yes","Don't know","No","NA"
"374","2",9908531-10-22,27,"Female","Hungary","NA","Yes","Yes","No","Sometimes","44201","Yes","Yes","No","No","No","No","No","Very difficult","Yes","Maybe","No","No","No","Maybe","No","No","NA"
"375","2",9908532-10-21,27,"Female","Australia","NA","No","Yes","Yes","Sometimes","44372","No","Yes","No","Yes","No","No","No","Somewhat difficult","Yes","No","Some of them","Some of them","No","No","No","No","NA"
"376","2",9908533-05-26,27,"Male","United Kingdom","NA","No","No","No","Never","44372","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No","NA"
"377","2",9908544-06-10,27,"Female","New Zealand","NA","No","Yes","Yes","Rarely","100-500","Yes","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Yes","Don't know","No","NA"
"378","2",9908548-09-15,27,"Male","United States","OR","No","Yes","Yes","Sometimes","100-500","Yes","Yes","Don't know","No","No",NA,"Don't know","Don't know","No","No","Some of them","No","No","No","Yes","No","NA"
"379","2",9908559-11-08,27,"Female","United States","NY","No","No","No","Sometimes","500-1000","No","Yes","Don't know","Not sure","Don't know","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","No","Yes","No","NA"
"380","2",9908571-09-03 23:59:59.9375,27,"Male","Singapore","NA","No","No","No","Sometimes","44201","Yes","Yes","No","No","No","No","Yes","Don't know","Yes","No","Some of them","Yes","No","No","No","No","Most employers / coworkers and even immediate family is not all the time supportive to discuss depression and other problems. ie. My wife thinks she should be able to make sure that I am not depressed  which is funny because sometimes depression state has nothing to do with her."
"381","2",9908573-02-26,27,"Male","Australia","NA","No","No","Yes","Often","100-500","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","No","Yes","NA"
"382","2",9908583-10-22 23:59:59.9375,27,"Male","United States","PA","No","No","No","NA","More than 1000","No","Yes","Yes","Not sure","Don't know",NA,"Yes","Don't know","Maybe","Maybe","No","No","No","Maybe","No","No","NA"
"383","2",9908586-05-15,27,"Male","United States","NY","No","No","No","NA","26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Yes","Yes","No","Maybe","Yes","No","NA"
"384","2",9908588-12-24,27,"Male","Australia","NA","No","No","No","Never","44201","Yes","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No","NA"
"385","2",9908645-01-23,27,"Male","United Kingdom","NA","No","No","No","Never","44201","No","Yes","Don't know","No","No",NA,"Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No","NA"
"386","2",9908691-05-27 23:59:59.9375,27,"Female","United Kingdom","NA","No","No","Yes","Sometimes","44372","Yes","Yes","Don't know","Not sure","Yes",NA,"Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No","NA"
"387","2",9908693-01-29 23:59:59.9375,27,"Male","France","NA","No","No","No","NA","44372","No","Yes","Don't know","Not sure","Don't know",NA,"Don't know","Don't know","No","No","Yes","Yes","No","No","Yes","No","NA"
"388","2",9908694-04-13 00:00:00.0625,27,"Other","United States","MN","No","No","No","NA","26-100","No","Yes","Yes","Not sure","No",NA,"Don't know","Don't know","No","No","Yes","Yes","No","No","Don't know","No","NA"
"389","2",9908700-09-24 23:59:59.9375,27,"Male","United Kingdom","NA","No","No","No","NA","44372","No","Yes","No","No","No","Yes","Yes","Don't know","Maybe","No","Yes","Some of them","No","Yes","Yes","No","NA"
"390","2",9908710-01-03,27,"Female","United States","CA","No","No","Yes","Sometimes","100-500","No","Yes","Don't know","Not sure","Yes",NA,"Don't know","Somewhat easy","Yes","No","Some of them","No","No","Maybe","No","No","NA"
"391","2",9908710-06-25,27,"Male","United Kingdom","NA","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","No",NA,"Don't know","Somewhat easy","No","No","Some of them","No","Yes","Yes","Don't know","No","NA"
"392","2",9908713-10-21,27,"Female","United States","WA","No","No","No","NA","More than 1000","No","Yes","Don't know","Not sure","No","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No","NA"
"393","2",9908727-08-24 00:00:00.0625,27,"Male","Switzerland","NA","No","Yes","No","NA","26-100","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Yes","No","No","Thank you for your work what you do is important!"
"394","2",9908731-04-09,27,"Male","United States","IN","No","No","No","NA","26-100","Yes","Yes","Don't know","Not sure","No",NA,"Don't know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No","NA"
"395","2",9908917-12-07,27,"Male","France","NA","No","Yes","No","NA","500-1000","No","No","Yes","Yes","Don't know","No","Yes","Somewhat easy","Maybe","Maybe","No","Some of them","No","Maybe","Don't know","Yes","NA"
"396","2",9908919-04-27,27,"Male","Canada","NA","No","No","No","Never","26-100","No","Yes","Yes","Not sure","Yes","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No","NA"
"397","2",9908923-07-02,27,"Male","Sweden","NA","No","No","No","NA","44372","No","Yes","No","No","No","No","Don't know","Don't know","No","No","No","No","No","No","Don't know","No","NA"
"398","2",9908945-11-03,27,"Male","United States","CA","No","No","No","Never","44372","No","Yes","Don't know","No","No",NA,"Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Maybe","Don't know","No","NA"
"399","2",9908947-12-29 00:00:00.0625,27,"Male","United States","CA","No","No","Yes","Sometimes","100-500","No","Yes","Don't know","Not sure","No","No","Yes","Very difficult","Maybe","No","Some of them","No","No","Maybe","No","No","NA"
